customerid,churn_score,risk_level,recency_days,frequency,monetary,avg_order_value,return_count,customer_age_months
14100,75,Critical - Priority Outreach,137,1,191.95,7.678,0,4.6
17984,75,Critical - Priority Outreach,144,1,152.68,3.180833333,0,4.8
16247,75,Critical - Priority Outreach,169,1,114.56,7.16,0,5.6
16222,75,Critical - Priority Outreach,317,1,773.55,6.34057377,0,10.6
14130,75,Critical - Priority Outreach,318,1,480.91,7.286515152,0,10.6
14142,75,Critical - Priority Outreach,372,1,311.81,14.17318182,0,12.4
14143,75,Critical - Priority Outreach,133,1,115.8,16.54285714,0,4.4
16193,75,Critical - Priority Outreach,236,1,314.45,16.55,0,7.9
14155,75,Critical - Priority Outreach,265,1,118.75,19.79166667,0,8.8
16162,75,Critical - Priority Outreach,251,1,37.4,18.7,0,8.4
17976,75,Critical - Priority Outreach,371,1,321.79,5.645438596,0,12.4
14165,75,Critical - Priority Outreach,275,1,120.44,5.018333333,0,9.2
14171,75,Critical - Priority Outreach,97,1,363.79,6.272241379,0,3.2
17972,75,Critical - Priority Outreach,241,1,135.19,4.506333333,0,8
16147,75,Critical - Priority Outreach,133,1,375,17.04545455,0,4.4
16142,75,Critical - Priority Outreach,249,1,535.34,14.46864865,0,8.3
17970,75,Critical - Priority Outreach,210,1,562.79,19.40655172,0,7
14208,75,Critical - Priority Outreach,94,1,151.74,15.174,0,3.1
16117,75,Critical - Priority Outreach,189,1,232.21,7.740333333,0,6.3
16114,75,Critical - Priority Outreach,170,1,135.75,16.96875,0,5.7
16113,75,Critical - Priority Outreach,182,1,161.38,5.379333333,0,6.1
14222,75,Critical - Priority Outreach,176,1,683.17,16.66268293,0,5.9
17968,75,Critical - Priority Outreach,373,1,265.1,3.272839506,0,12.4
12614,75,Critical - Priority Outreach,277,1,315.6,15.78,0,9.2
16097,75,Critical - Priority Outreach,239,1,185.05,18.505,0,8
14237,75,Critical - Priority Outreach,372,1,161,17.88888889,0,12.4
14238,75,Critical - Priority Outreach,325,1,146.85,18.35625,0,10.8
17967,75,Critical - Priority Outreach,371,1,112.27,2.673095238,0,12.4
16093,75,Critical - Priority Outreach,106,1,17,17,0,3.5
17962,75,Critical - Priority Outreach,141,1,102.41,3.012058824,0,4.7
14247,75,Critical - Priority Outreach,277,1,136.77,6.8385,0,9.2
12622,75,Critical - Priority Outreach,231,1,180.1,16.37272727,0,7.7
12623,75,Critical - Priority Outreach,275,1,305.1,16.95,0,9.2
18280,75,Critical - Priority Outreach,277,1,180.6,18.06,0,9.2
14270,75,Critical - Priority Outreach,331,1,492.65,16.98793103,0,11
14271,75,Critical - Priority Outreach,225,1,112.32,11.232,0,7.5
16084,75,Critical - Priority Outreach,298,1,436.18,11.47842105,0,9.9
14280,75,Critical - Priority Outreach,196,1,134.04,16.755,0,6.5
16065,75,Critical - Priority Outreach,364,1,367.14,5.029315068,0,12.1
16063,75,Critical - Priority Outreach,259,1,335.32,14.57913043,0,8.6
14314,75,Critical - Priority Outreach,106,1,120,15,0,3.5
16055,75,Critical - Priority Outreach,220,1,134.8,16.85,0,7.3
16054,75,Critical - Priority Outreach,144,1,783.9,11.19857143,0,4.8
17960,75,Critical - Priority Outreach,170,1,73.78,2.837692308,0,5.7
16050,75,Critical - Priority Outreach,173,1,137.9,13.79,0,5.8
16030,75,Critical - Priority Outreach,309,1,331.24,11.42206897,0,10.3
16022,75,Critical - Priority Outreach,259,1,602.63,8.487746479,0,8.6
14353,75,Critical - Priority Outreach,214,1,90.6,15.1,0,7.1
14355,75,Critical - Priority Outreach,365,1,174.4,15.85454545,0,12.2
16006,75,Critical - Priority Outreach,210,1,101.4,12.675,0,7
14368,75,Critical - Priority Outreach,319,1,155,19.375,0,10.6
14373,75,Critical - Priority Outreach,357,1,76.55,19.1375,0,11.9
14375,75,Critical - Priority Outreach,184,1,235.56,3.569090909,0,6.1
15925,75,Critical - Priority Outreach,193,1,207.15,17.2625,0,6.4
15923,75,Critical - Priority Outreach,372,1,127.08,6.051428571,0,12.4
15921,75,Critical - Priority Outreach,172,1,323.03,13.45958333,0,5.7
15917,75,Critical - Priority Outreach,247,1,123.1,10.25833333,0,8.2
14393,75,Critical - Priority Outreach,217,1,67.95,13.59,0,7.2
15899,75,Critical - Priority Outreach,368,1,56.25,14.0625,0,12.3
15895,75,Critical - Priority Outreach,149,1,179.17,16.28818182,0,5
14406,75,Critical - Priority Outreach,118,1,156.75,19.59375,0,3.9
15891,75,Critical - Priority Outreach,226,1,511.68,8.528,0,7.5
14413,75,Critical - Priority Outreach,361,1,121.05,5.502272727,0,12
15866,75,Critical - Priority Outreach,100,1,211.89,4.927674419,0,3.3
14436,75,Critical - Priority Outreach,98,1,89.06,9.895555556,0,3.3
12641,75,Critical - Priority Outreach,114,1,185.9,18.59,0,3.8
14438,75,Critical - Priority Outreach,305,1,131.9,14.65555556,0,10.2
15843,75,Critical - Priority Outreach,303,1,118.95,14.86875,0,10.1
17956,75,Critical - Priority Outreach,248,1,12.75,12.75,0,8.3
14453,75,Critical - Priority Outreach,189,1,119.93,5.451363636,0,6.3
15832,75,Critical - Priority Outreach,253,1,836.79,15.49611111,0,8.4
12644,75,Critical - Priority Outreach,129,1,477.91,15.41645161,0,4.3
15820,75,Critical - Priority Outreach,319,1,206.98,12.17529412,0,10.6
12648,75,Critical - Priority Outreach,154,1,318.05,15.1452381,0,5.1
14476,75,Critical - Priority Outreach,256,1,193,11.35294118,0,8.5
15795,75,Critical - Priority Outreach,149,1,610.01,14.52404762,0,5
12651,75,Critical - Priority Outreach,334,1,114,12.66666667,0,11.1
15789,75,Critical - Priority Outreach,357,1,351.3,14.052,0,11.9
14489,75,Critical - Priority Outreach,206,1,463.38,15.446,0,6.9
15776,75,Critical - Priority Outreach,132,1,241.62,13.42333333,0,4.4
15775,75,Critical - Priority Outreach,244,1,104.9,14.98571429,0,8.1
15733,75,Critical - Priority Outreach,282,1,162.3,16.23,0,9.4
15723,75,Critical - Priority Outreach,364,1,190.7,5.018421053,0,12.1
17939,75,Critical - Priority Outreach,159,1,99.14,8.261666667,0,5.3
14536,75,Critical - Priority Outreach,259,1,170.95,9.497222222,0,8.6
15683,75,Critical - Priority Outreach,116,1,193.75,19.375,0,3.9
15670,75,Critical - Priority Outreach,296,1,173.05,14.42083333,0,9.9
14549,75,Critical - Priority Outreach,310,1,289.24,5.165,0,10.3
14552,75,Critical - Priority Outreach,151,1,164.22,2.881052632,0,5
15663,75,Critical - Priority Outreach,105,1,138.14,15.34888889,0,3.5
15639,75,Critical - Priority Outreach,133,1,425.32,17.0128,0,4.4
17908,75,Critical - Priority Outreach,373,1,232.03,4.296851852,0,12.4
14589,75,Critical - Priority Outreach,371,1,39.75,13.25,0,12.4
14600,75,Critical - Priority Outreach,305,1,393.33,15.7332,0,10.2
15623,75,Critical - Priority Outreach,140,1,301.03,15.84368421,0,4.7
15607,75,Critical - Priority Outreach,336,1,104.76,8.058461538,0,11.2
17906,75,Critical - Priority Outreach,246,1,72.9,6.075,0,8.2
14622,75,Critical - Priority Outreach,184,1,320.58,15.26571429,0,6.1
14632,75,Critical - Priority Outreach,262,1,114.56,14.32,0,8.7
14633,75,Critical - Priority Outreach,265,1,344.9,17.245,0,8.8
15585,75,Critical - Priority Outreach,176,1,455.3,14.68709677,0,5.9
14647,75,Critical - Priority Outreach,200,1,236.04,8.43,0,6.7
15578,75,Critical - Priority Outreach,161,1,127.1,9.776923077,0,5.4
15554,75,Critical - Priority Outreach,277,1,217.2,15.51428571,0,9.2
15552,75,Critical - Priority Outreach,216,1,90.12,5.301176471,0,7.2
17899,75,Critical - Priority Outreach,158,1,154.55,4.985483871,0,5.3
12686,75,Critical - Priority Outreach,371,1,89.14,12.73428571,0,12.4
15543,75,Critical - Priority Outreach,287,1,127.86,4.566428571,0,9.6
15541,75,Critical - Priority Outreach,113,1,85.13,2.935517241,0,3.8
15537,75,Critical - Priority Outreach,162,1,110.92,4.621666667,0,5.4
14689,75,Critical - Priority Outreach,208,1,112.8,8.676923077,0,6.9
17789,75,Critical - Priority Outreach,280,1,225.9,16.13571429,0,9.3
18227,75,Critical - Priority Outreach,217,1,93.75,18.75,0,7.2
17775,75,Critical - Priority Outreach,254,1,56.4,18.8,0,8.5
12821,75,Critical - Priority Outreach,213,1,92.72,15.45333333,0,7.1
17763,75,Critical - Priority Outreach,262,1,15,15,0,8.7
17732,75,Critical - Priority Outreach,372,1,303.97,16.88722222,0,12.4
12833,75,Critical - Priority Outreach,144,1,417.38,17.39083333,0,4.8
12834,75,Critical - Priority Outreach,282,1,312.38,17.35444444,0,9.4
12837,75,Critical - Priority Outreach,172,1,134.1,11.175,0,5.7
18224,75,Critical - Priority Outreach,263,1,158.95,15.895,0,8.8
12851,75,Critical - Priority Outreach,96,1,131.81,2.804468085,0,3.2
17714,75,Critical - Priority Outreach,320,1,153,15.3,0,10.7
12855,75,Critical - Priority Outreach,372,1,38.1,12.7,0,12.4
17709,75,Critical - Priority Outreach,169,1,137.45,19.63571429,0,5.6
17701,75,Critical - Priority Outreach,252,1,417.95,17.41458333,0,8.4
17698,75,Critical - Priority Outreach,260,1,154.95,19.36875,0,8.7
17697,75,Critical - Priority Outreach,235,1,338.95,17.83947368,0,7.8
17694,75,Critical - Priority Outreach,141,1,283.12,18.87466667,0,4.7
17678,75,Critical - Priority Outreach,263,1,298.11,18.631875,0,8.8
17670,75,Critical - Priority Outreach,227,1,205.7,18.7,0,7.6
17660,75,Critical - Priority Outreach,140,1,178.75,4.703947368,0,4.7
17654,75,Critical - Priority Outreach,276,1,117.55,5.343181818,0,9.2
12902,75,Critical - Priority Outreach,264,1,138.68,13.868,0,8.8
17643,75,Critical - Priority Outreach,372,1,101.55,12.69375,0,12.4
17639,75,Critical - Priority Outreach,275,1,108.5,15.5,0,9.2
12922,75,Critical - Priority Outreach,160,1,405.38,14.47785714,0,5.3
17619,75,Critical - Priority Outreach,311,1,214.37,2.896891892,0,10.4
12401,75,Critical - Priority Outreach,302,1,84.3,16.86,0,10.1
17601,75,Critical - Priority Outreach,238,1,116.01,12.89,0,7.9
17582,75,Critical - Priority Outreach,235,1,175.27,6.043793103,0,7.8
12956,75,Critical - Priority Outreach,305,1,108.07,5.687894737,0,10.2
17569,75,Critical - Priority Outreach,331,1,344.14,11.86689655,0,11
12974,75,Critical - Priority Outreach,197,1,144.8,18.1,0,6.6
12977,75,Critical - Priority Outreach,155,1,39.24,4.36,0,5.2
12988,75,Critical - Priority Outreach,291,1,505.82,6.094216867,0,9.7
17551,75,Critical - Priority Outreach,358,1,290.34,7.444615385,0,11.9
18213,75,Critical - Priority Outreach,236,1,232.48,15.49866667,0,7.9
17048,65,High Risk - Send Offer,114,6,925.35,21.51976744,5,11
17504,65,High Risk - Send Offer,205,10,2997.03,23.59866142,13,10.7
12980,65,High Risk - Send Offer,155,12,7374.9,368.745,4,11.9
16124,65,High Risk - Send Offer,315,2,249,22.63636364,5,10.5
16217,65,High Risk - Send Offer,234,4,304.25,20.28333333,4,9.4
12585,65,High Risk - Send Offer,233,4,2040.1,23.44942529,10,11.7
12840,65,High Risk - Send Offer,143,6,2726.77,24.13070796,3,7.5
17722,65,High Risk - Send Offer,95,6,2424.04,21.0786087,5,12.2
14301,65,High Risk - Send Offer,107,2,640.14,49.24153846,3,3.9
14403,65,High Risk - Send Offer,129,5,1475.81,73.7905,6,8.2
15648,65,High Risk - Send Offer,203,4,639.5,26.64583333,3,8.9
13762,65,High Risk - Send Offer,203,2,306.72,43.81714286,7,7.3
17440,65,High Risk - Send Offer,147,5,186.42,37.284,3,8.2
15032,65,High Risk - Send Offer,255,5,4959.1,95.36730769,3,12.2
14407,65,High Risk - Send Offer,106,9,2157.73,29.55794521,3,9.2
13476,65,High Risk - Send Offer,178,4,1238.47,21.35293103,3,9.3
16801,65,High Risk - Send Offer,162,5,1594.23,21.2564,45,9.1
12625,65,High Risk - Send Offer,211,3,2683.82,31.2072093,5,10.6
13093,65,High Risk - Send Offer,266,13,7832.47,49.26081761,11,12.4
16180,65,High Risk - Send Offer,99,10,10254.18,63.29740741,14,8.4
13856,65,High Risk - Send Offer,168,5,388.5,27.75,3,6.7
17548,65,High Risk - Send Offer,217,3,103.3,20.66,12,12.4
13217,65,High Risk - Send Offer,121,5,533.98,133.495,3,5.2
18087,65,High Risk - Send Offer,97,4,4055.72,2027.86,5,10
13369,65,High Risk - Send Offer,353,2,308.28,22.02,5,12.2
15223,65,High Risk - Send Offer,225,3,755.75,37.7875,12,8.3
14513,65,High Risk - Send Offer,100,4,455.59,37.96583333,6,9.6
18142,65,High Risk - Send Offer,150,4,1019.52,67.968,3,7.2
17230,65,High Risk - Send Offer,263,11,3638.41,52.73057971,4,12
14304,65,High Risk - Send Offer,222,2,383.45,22.55588235,10,10
15221,65,High Risk - Send Offer,365,2,403.25,80.65,6,12.3
13802,65,High Risk - Send Offer,137,6,4599.42,76.657,6,12
13672,65,High Risk - Send Offer,300,6,186.39,31.065,10,11.1
15643,65,High Risk - Send Offer,178,6,664,20.12121212,3,9.4
18218,65,High Risk - Send Offer,205,4,641.92,32.096,3,9.4
14339,65,High Risk - Send Offer,234,4,309.52,22.10857143,4,8.1
15658,65,High Risk - Send Offer,189,8,1024.1,21.33541667,8,12.4
15749,65,High Risk - Send Offer,234,4,44534.3,4453.43,5,11
14643,65,High Risk - Send Offer,169,3,693.81,22.38096774,3,11.9
16398,65,High Risk - Send Offer,144,4,1705.8,20.80243902,4,8.4
13693,65,High Risk - Send Offer,324,2,0,NULL,4,10.8
12853,65,High Risk - Send Offer,107,9,1957.1,25.09102564,6,10.5
17204,65,High Risk - Send Offer,168,9,1564.56,27.44842105,10,11.8
15100,65,High Risk - Send Offer,329,6,876,292,3,12.4
16858,65,High Risk - Send Offer,365,2,375.69,37.569,3,12.3
16546,65,High Risk - Send Offer,290,3,787.15,31.486,6,12.4
13162,65,High Risk - Send Offer,121,5,1688.29,21.37075949,3,11.1
16739,65,High Risk - Send Offer,171,2,323,24.84615385,3,5.9
18073,65,High Risk - Send Offer,113,13,3859.82,53.60861111,3,6.5
15625,65,High Risk - Send Offer,99,8,1534.26,23.9728125,4,7.8
14267,65,High Risk - Send Offer,150,7,1516.24,27.568,11,8.7
14431,65,High Risk - Send Offer,298,2,470.36,27.66823529,4,10.1
13338,65,High Risk - Send Offer,153,3,487.02,25.63263158,5,5.2
17820,65,High Risk - Send Offer,190,2,0,NULL,5,11.9
12770,60,High Risk - Send Offer,210,1,1351.45,112.6208333,0,7
14847,60,High Risk - Send Offer,148,1,309.4,23.8,0,4.9
15638,60,High Risk - Send Offer,300,1,0,NULL,2,10
12405,60,High Risk - Send Offer,148,1,1710.39,31.67388889,0,4.9
15389,60,High Risk - Send Offer,171,1,500,500,0,5.7
13829,60,High Risk - Send Offer,358,1,0,NULL,1,11.9
17547,60,High Risk - Send Offer,371,1,0,NULL,2,12.4
12769,60,High Risk - Send Offer,238,1,1143.6,35.7375,0,7.9
14795,60,High Risk - Send Offer,165,1,131.45,21.90833333,0,5.5
17948,60,High Risk - Send Offer,146,1,358.56,358.56,0,4.9
13841,60,High Risk - Send Offer,252,1,85,85,0,8.4
17536,60,High Risk - Send Offer,176,1,76.5,25.5,0,5.9
14248,60,High Risk - Send Offer,317,1,302.58,37.8225,0,10.6
17525,60,High Risk - Send Offer,359,1,422.7,46.96666667,0,12
15510,60,High Risk - Send Offer,330,1,250,250,0,11
16586,60,High Risk - Send Offer,248,1,463.95,57.99375,0,8.3
17524,60,High Risk - Send Offer,360,1,145,24.16666667,0,12
14259,60,High Risk - Send Offer,141,1,120,24,0,4.7
16582,60,High Risk - Send Offer,112,1,313.62,52.27,0,3.7
17941,60,High Risk - Send Offer,130,1,304.56,152.28,0,4.3
16579,60,High Risk - Send Offer,364,1,0,NULL,1,12.1
13059,60,High Risk - Send Offer,249,1,183.4,22.925,0,8.3
13060,60,High Risk - Send Offer,253,1,307.53,20.502,0,8.4
13062,60,High Risk - Send Offer,190,1,346.98,31.54363636,0,6.3
13070,60,High Risk - Send Offer,191,1,228.8,25.42222222,0,6.4
13072,60,High Risk - Send Offer,266,1,177.15,25.30714286,0,8.9
13075,60,High Risk - Send Offer,129,1,919.61,41.80045455,0,4.3
14679,60,High Risk - Send Offer,371,1,0,NULL,1,12.4
13874,60,High Risk - Send Offer,357,1,540.45,30.025,0,11.9
12764,60,High Risk - Send Offer,316,1,1693.88,37.64177778,0,10.5
17496,60,High Risk - Send Offer,358,1,271.05,27.105,0,11.9
17492,60,High Risk - Send Offer,247,1,374.57,31.21416667,0,8.2
16565,60,High Risk - Send Offer,363,1,173.7,57.9,0,12.1
13099,60,High Risk - Send Offer,98,1,207.36,207.36,0,3.3
15313,60,High Risk - Send Offer,109,1,52,52,0,3.6
17464,60,High Risk - Send Offer,157,1,289.96,32.21777778,0,5.2
13108,60,High Risk - Send Offer,372,1,350.06,35.006,0,12.4
12564,60,High Risk - Send Offer,260,1,456.9,21.75714286,0,8.7
14603,60,High Risk - Send Offer,274,1,660,330,0,9.1
17448,60,High Risk - Send Offer,144,1,0,NULL,1,4.8
13120,60,High Risk - Send Offer,238,1,30.6,30.6,0,7.9
15160,60,High Risk - Send Offer,356,1,158.16,39.54,0,11.9
14705,60,High Risk - Send Offer,198,1,179,179,0,6.6
17443,60,High Risk - Send Offer,219,1,534.24,534.24,0,7.3
13130,60,High Risk - Send Offer,93,1,64,32,0,3.1
13132,60,High Risk - Send Offer,261,1,77.3,25.76666667,0,8.7
18191,60,High Risk - Send Offer,261,1,207.8,29.68571429,0,8.7
13135,60,High Risk - Send Offer,196,1,3096,3096,0,6.5
13889,60,High Risk - Send Offer,92,1,416.9,27.79333333,0,3.1
16545,60,High Risk - Send Offer,164,1,339.3,113.1,0,5.5
13144,60,High Risk - Send Offer,332,1,110.95,36.98333333,0,11.1
15149,60,High Risk - Send Offer,133,1,520.8,22.64347826,0,4.4
13893,60,High Risk - Send Offer,297,1,821.1,39.1,0,9.9
16078,60,High Risk - Send Offer,283,1,79.2,79.2,0,9.4
13154,60,High Risk - Send Offer,143,1,0,NULL,1,4.8
12436,60,High Risk - Send Offer,99,1,509.01,31.813125,0,3.3
15562,60,High Risk - Send Offer,351,1,134.55,134.55,0,11.7
16072,60,High Risk - Send Offer,287,1,584.32,25.40521739,0,9.6
15204,60,High Risk - Send Offer,356,1,316.58,35.17555556,0,11.9
17394,60,High Risk - Send Offer,218,1,203.87,50.9675,0,7.3
12688,60,High Risk - Send Offer,113,1,4873.81,28.50181287,0,3.8
15753,60,High Risk - Send Offer,304,1,79.2,79.2,0,10.1
13185,60,High Risk - Send Offer,267,1,71.4,71.4,0,8.9
13922,60,High Risk - Send Offer,351,1,172.25,24.60714286,0,11.7
15118,60,High Risk - Send Offer,133,1,244.8,244.8,0,4.4
16509,60,High Risk - Send Offer,296,1,363.7,27.97692308,0,9.9
13194,60,High Risk - Send Offer,135,1,60.7,20.23333333,0,4.5
15219,60,High Risk - Send Offer,175,1,305.75,33.97222222,0,5.8
17331,60,High Risk - Send Offer,123,1,175.2,175.2,0,4.1
15316,60,High Risk - Send Offer,326,1,165,165,0,10.9
13216,60,High Risk - Send Offer,267,1,333.74,66.748,0,8.9
16061,60,High Risk - Send Offer,268,1,0,NULL,1,8.9
15396,60,High Risk - Send Offer,112,1,288.18,20.58428571,0,3.7
13227,60,High Risk - Send Offer,201,1,257.7,28.63333333,0,6.7
13934,60,High Risk - Send Offer,263,1,922.1,29.74516129,0,8.8
14886,60,High Risk - Send Offer,252,1,364.8,20.26666667,0,8.4
14885,60,High Risk - Send Offer,131,1,765.32,51.02133333,0,4.4
14821,60,High Risk - Send Offer,366,1,48.8,24.4,0,12.2
16457,60,High Risk - Send Offer,217,1,208.36,23.15111111,0,7.2
13948,60,High Risk - Send Offer,360,1,102,34,0,12
17307,60,High Risk - Send Offer,364,1,0,NULL,1,12.1
14327,60,High Risk - Send Offer,162,1,311.65,25.97083333,0,5.4
17291,60,High Risk - Send Offer,307,1,550.8,550.8,0,10.2
16450,60,High Risk - Send Offer,149,1,311.92,28.35636364,0,5
12736,60,High Risk - Send Offer,332,1,234,58.5,0,11.1
14782,60,High Risk - Send Offer,319,1,200.1,33.35,0,10.6
12373,60,High Risk - Send Offer,310,1,364.6,26.04285714,0,10.3
17995,60,High Risk - Send Offer,281,1,76.1,38.05,0,9.4
13270,60,High Risk - Send Offer,365,1,590,590,0,12.2
13967,60,High Risk - Send Offer,145,1,80.7,40.35,0,4.8
14870,60,High Risk - Send Offer,261,1,327.25,25.17307692,0,8.7
18165,60,High Risk - Send Offer,176,1,302.46,30.246,0,5.9
18159,60,High Risk - Send Offer,300,1,530.15,23.05,0,10
13973,60,High Risk - Send Offer,286,1,264.7,24.06363636,0,9.5
16429,60,High Risk - Send Offer,105,1,284.55,142.275,0,3.5
13299,60,High Risk - Send Offer,267,1,142.5,28.5,0,8.9
18141,60,High Risk - Send Offer,360,1,0,NULL,1,12
13976,60,High Risk - Send Offer,206,1,357.98,35.798,0,6.9
13302,60,High Risk - Send Offer,154,1,63.75,63.75,0,5.1
15333,60,High Risk - Send Offer,207,1,1028.56,64.285,0,6.9
14340,60,High Risk - Send Offer,218,1,134.7,22.45,0,7.3
17212,60,High Risk - Send Offer,252,1,226.85,56.7125,0,8.4
17187,60,High Risk - Send Offer,226,1,203.95,20.395,0,7.5
13328,60,High Risk - Send Offer,315,1,1308.48,76.96941176,0,10.5
17176,60,High Risk - Send Offer,201,1,306.13,20.40866667,0,6.7
15480,60,High Risk - Send Offer,115,1,905.5,20.12222222,0,3.8
15717,60,High Risk - Send Offer,233,1,150.3,21.47142857,0,7.8
16387,60,High Risk - Send Offer,322,1,94.36,23.59,0,10.7
16377,60,High Risk - Send Offer,266,1,676.2,135.24,0,8.9
15222,60,High Risk - Send Offer,318,1,585,117,0,10.6
17958,60,High Risk - Send Offer,116,1,508.46,72.63714286,0,3.9
17142,60,High Risk - Send Offer,238,1,579,38.6,0,7.9
17140,60,High Risk - Send Offer,246,1,454.12,25.22888889,0,8.2
15347,60,High Risk - Send Offer,365,1,201.6,40.32,0,12.2
13355,60,High Risk - Send Offer,121,1,674.7,21.084375,0,4
14012,60,High Risk - Send Offer,277,1,328.8,29.89090909,0,9.2
14348,60,High Risk - Send Offer,259,1,409.57,22.75388889,0,8.6
14687,60,High Risk - Send Offer,106,1,628.38,41.892,0,3.5
16344,60,High Risk - Send Offer,157,1,101.1,50.55,0,5.2
17123,60,High Risk - Send Offer,161,1,345.3,38.36666667,0,5.4
15405,60,High Risk - Send Offer,188,1,349.1,43.6375,0,6.3
14351,60,High Risk - Send Offer,164,1,51,51,0,5.5
15709,60,High Risk - Send Offer,283,1,133.25,22.20833333,0,9.4
16323,60,High Risk - Send Offer,195,1,207.5,207.5,0,6.5
14523,60,High Risk - Send Offer,107,1,241.09,20.09083333,0,3.6
15705,60,High Risk - Send Offer,200,1,143.1,23.85,0,6.7
13391,60,High Risk - Send Offer,203,1,59.8,59.8,0,6.8
16319,60,High Risk - Send Offer,217,1,404.4,134.8,0,7.2
15970,60,High Risk - Send Offer,303,1,314.1,28.55454545,0,10.1
15945,60,High Risk - Send Offer,364,1,181,90.5,0,12.1
15944,60,High Risk - Send Offer,276,1,325.1,54.18333333,0,9.2
12734,60,High Risk - Send Offer,352,1,110.4,27.6,0,11.7
14962,60,High Risk - Send Offer,270,1,126.7,25.34,0,9
17102,60,High Risk - Send Offer,261,1,25.5,25.5,0,8.7
15942,60,High Risk - Send Offer,133,1,337.44,24.10285714,0,4.4
15350,60,High Risk - Send Offer,372,1,115.65,23.13,0,12.4
17065,60,High Risk - Send Offer,142,1,0,NULL,1,4.7
17060,60,High Risk - Send Offer,265,1,234.24,46.848,0,8.8
15703,60,High Risk - Send Offer,264,1,211.5,42.3,0,8.8
14055,60,High Risk - Send Offer,105,1,725.64,72.564,0,3.5
13441,60,High Risk - Send Offer,91,1,296.64,22.81846154,0,3
17046,60,High Risk - Send Offer,156,1,642.02,29.18272727,0,5.2
17040,60,High Risk - Send Offer,137,1,449.73,29.982,0,4.6
15087,60,High Risk - Send Offer,281,1,306.94,20.46266667,0,9.4
16995,60,High Risk - Send Offer,371,1,0,NULL,1,12.4
12489,60,High Risk - Send Offer,335,1,334.93,22.32866667,0,11.2
16990,60,High Risk - Send Offer,218,1,179,179,0,7.3
18113,60,High Risk - Send Offer,368,1,76.32,76.32,0,12.3
16976,60,High Risk - Send Offer,266,1,251.52,125.76,0,8.9
12355,60,High Risk - Send Offer,213,1,459.4,35.33846154,0,7.1
14371,60,High Risk - Send Offer,294,1,100.5,25.125,0,9.8
14059,60,High Risk - Send Offer,266,1,183.6,22.95,0,8.9
14066,60,High Risk - Send Offer,266,1,152.55,21.79285714,0,8.9
17925,60,High Risk - Send Offer,372,1,244.08,244.08,0,12.4
16276,60,High Risk - Send Offer,176,1,810.6,135.1,0,5.9
14816,60,High Risk - Send Offer,196,1,271.85,67.9625,0,6.5
13484,60,High Risk - Send Offer,240,1,313.8,39.225,0,8
15691,60,High Risk - Send Offer,251,1,136.8,68.4,0,8.4
14079,60,High Risk - Send Offer,124,1,375.1,31.25833333,0,4.1
15488,60,High Risk - Send Offer,92,1,91.32,45.66,0,3.1
15361,60,High Risk - Send Offer,361,1,418.92,59.84571429,0,12
14542,60,High Risk - Send Offer,185,1,103.25,20.65,0,6.2
17862,60,High Risk - Send Offer,323,1,330.9,30.08181818,0,10.8
16917,60,High Risk - Send Offer,276,1,391.52,43.50222222,0,9.2
14386,60,High Risk - Send Offer,296,1,142.4,20.34285714,0,9.9
16902,60,High Risk - Send Offer,115,1,1706.88,38.79272727,0,3.8
15236,60,High Risk - Send Offer,298,1,321.05,21.40333333,0,9.9
14090,60,High Risk - Send Offer,324,1,76.32,76.32,0,10.8
14727,60,High Risk - Send Offer,273,1,268.58,26.858,0,9.1
13513,60,High Risk - Send Offer,126,1,205.1,20.51,0,4.2
15247,60,High Risk - Send Offer,121,1,356,59.33333333,0,4
16270,60,High Risk - Send Offer,352,1,1141.24,21.13407407,0,11.7
15070,60,High Risk - Send Offer,372,1,106.2,106.2,0,12.4
15369,60,High Risk - Send Offer,143,1,0,NULL,1,4.8
12503,60,High Risk - Send Offer,337,1,0,NULL,1,11.2
13551,60,High Risk - Send Offer,318,1,91.8,22.95,0,10.6
16257,60,High Risk - Send Offer,176,1,46.95,23.475,0,5.9
15909,60,High Risk - Send Offer,173,1,191.94,27.42,0,5.8
14935,60,High Risk - Send Offer,296,1,1784.71,178.471,0,9.9
14693,60,High Risk - Send Offer,264,1,172.9,21.6125,0,8.8
12672,60,High Risk - Send Offer,329,1,225.9,22.59,0,11
13572,60,High Risk - Send Offer,205,1,1384.25,41.9469697,0,6.8
15590,60,High Risk - Send Offer,288,1,0,NULL,1,9.6
14117,60,High Risk - Send Offer,143,1,90,30,0,4.8
14119,60,High Risk - Send Offer,353,1,0,NULL,1,11.8
12505,60,High Risk - Send Offer,300,1,0,NULL,1,10
17978,60,High Risk - Send Offer,364,1,300.92,25.07666667,0,12.1
16216,60,High Risk - Send Offer,266,1,914.93,24.72783784,0,8.9
16202,60,High Risk - Send Offer,360,1,365.27,20.29277778,0,12
16812,60,High Risk - Send Offer,360,1,479.35,31.95666667,0,12
15668,60,High Risk - Send Offer,217,1,76.32,76.32,0,7.2
12690,60,High Risk - Send Offer,205,1,389.01,24.313125,0,6.8
14148,60,High Risk - Send Offer,233,1,157.2,52.4,0,7.8
14932,60,High Risk - Send Offer,365,1,363.53,21.38411765,0,12.2
16765,60,High Risk - Send Offer,293,1,34,34,0,9.8
14411,60,High Risk - Send Offer,310,1,1063,75.92857143,0,10.3
13645,60,High Risk - Send Offer,119,1,252.1,50.42,0,4
