customerid,lifetime_value,total_orders,customer_life_days,customer_percentile,revenue_contribution_pct,segment
16875,2095.53,9,275,19.48,74.15,Top 20% (Core Revenue)
17191,2093.68,7,340,19.5,74.17,Top 20% (Core Revenue)
14306,2093.32,3,34,19.53,74.19,Top 20% (Core Revenue)
13265,2092.66,5,220,19.55,74.22,Top 20% (Core Revenue)
17490,2092.32,11,175,19.57,74.24,Top 20% (Core Revenue)
13297,2089.85,4,59,19.59,74.26,Top 20% (Core Revenue)
13571,2088.94,12,240,19.62,74.29,Top 20% (Core Revenue)
18044,2088.6,11,356,19.64,74.31,Top 20% (Core Revenue)
14810,2085.33,11,328,19.66,74.33,Top 20% (Core Revenue)
16954,2085.08,9,358,19.69,74.36,Top 20% (Core Revenue)
17768,2081.9,3,157,19.71,74.38,Top 20% (Core Revenue)
16407,2079.68,10,299,19.73,74.4,Top 20% (Core Revenue)
14696,2078.95,9,368,19.76,74.43,Top 20% (Core Revenue)
14515,2076.89,6,200,19.78,74.45,Top 20% (Core Revenue)
14209,2073.43,7,321,19.8,74.47,Top 20% (Core Revenue)
18241,2073.09,18,208,19.82,74.5,Top 20% (Core Revenue)
18231,2071.77,6,96,19.85,74.52,Top 20% (Core Revenue)
18219,2069.77,11,366,19.87,74.54,Top 20% (Core Revenue)
12948,2064.95,8,248,19.89,74.57,Top 20% (Core Revenue)
12928,2062.7,5,323,19.92,74.59,Top 20% (Core Revenue)
16281,2062.06,1,0,19.94,74.61,Top 20% (Core Revenue)
14409,2059.45,7,297,19.96,74.64,Top 20% (Core Revenue)
12518,2056.89,5,109,19.99,74.66,Top 20% (Core Revenue)
17667,2055.51,5,232,20.01,74.68,Top 20% (Core Revenue)
14188,2054.36,10,301,20.03,74.71,Top 20% (Core Revenue)
16150,2053.02,10,333,20.06,74.73,Top 20% (Core Revenue)
17086,2050.08,6,56,20.08,74.75,Top 20% (Core Revenue)
17612,2048.45,10,244,20.1,74.78,Top 20% (Core Revenue)
14232,2048.07,8,232,20.12,74.8,Top 20% (Core Revenue)
18283,2045.53,16,333,20.15,74.82,Top 20% (Core Revenue)
13495,2044.87,6,360,20.17,74.85,Top 20% (Core Revenue)
17597,2044.37,1,0,20.19,74.87,Top 20% (Core Revenue)
13450,2043.72,6,191,20.22,74.89,Top 20% (Core Revenue)
14001,2043.08,4,327,20.24,74.91,Top 20% (Core Revenue)
12585,2040.1,4,117,20.26,74.94,Top 20% (Core Revenue)
17846,2033.1,1,0,20.29,74.96,Top 20% (Core Revenue)
13630,2031.78,11,280,20.31,74.98,Top 20% (Core Revenue)
16358,2027.5,5,183,20.33,75.01,Top 20% (Core Revenue)
16409,2022.98,5,281,20.36,75.03,Top 20% (Core Revenue)
14482,2022.81,6,220,20.38,75.05,Top 20% (Core Revenue)
15341,2020.52,1,0,20.4,75.07,Top 20% (Core Revenue)
17625,2020.4,4,239,20.42,75.1,Top 20% (Core Revenue)
13593,2011.88,6,227,20.45,75.12,Top 20% (Core Revenue)
18069,2009.24,7,301,20.47,75.14,Top 20% (Core Revenue)
15372,2007.4,1,0,20.49,75.16,Top 20% (Core Revenue)
16098,2005.63,7,286,20.52,75.19,Top 20% (Core Revenue)
14217,2004.98,24,364,20.54,75.21,Top 20% (Core Revenue)
14544,2004.3,2,337,20.56,75.23,Top 20% (Core Revenue)
17082,2003.85,2,285,20.59,75.25,Top 20% (Core Revenue)
16754,2002.4,1,0,20.61,75.28,Top 20% (Core Revenue)
18188,2001.04,4,275,20.63,75.3,Top 20% (Core Revenue)
13305,2000.86,10,368,20.65,75.32,Top 20% (Core Revenue)
16698,1998,2,26,20.68,75.34,Top 20% (Core Revenue)
17679,1992.11,2,32,20.7,75.37,Top 20% (Core Revenue)
17088,1991.01,4,225,20.72,75.39,Top 20% (Core Revenue)
17827,1987.33,5,359,20.75,75.41,Top 20% (Core Revenue)
13590,1981.92,7,291,20.77,75.43,Top 20% (Core Revenue)
17337,1981.06,7,158,20.79,75.46,Top 20% (Core Revenue)
14462,1980.57,15,275,20.82,75.48,Top 20% (Core Revenue)
13725,1980.56,11,258,20.84,75.5,Top 20% (Core Revenue)
17422,1979.37,10,279,20.86,75.52,Top 20% (Core Revenue)
18204,1975.35,4,121,20.89,75.55,Top 20% (Core Revenue)
17090,1974.65,8,349,20.91,75.57,Top 20% (Core Revenue)
15531,1972.39,2,22,20.93,75.59,Top 20% (Core Revenue)
16341,1971.87,6,176,20.95,75.61,Top 20% (Core Revenue)
12674,1970.6,7,196,20.98,75.63,Top 20% (Core Revenue)
17790,1964.3,14,338,21,75.66,Top 20% (Core Revenue)
17997,1962.46,12,89,21.02,75.68,Top 20% (Core Revenue)
13246,1961.52,7,312,21.05,75.7,Top 20% (Core Revenue)
14506,1960.65,5,351,21.07,75.72,Top 20% (Core Revenue)
14498,1957.32,5,319,21.09,75.74,Top 20% (Core Revenue)
12853,1957.1,9,208,21.12,75.77,Top 20% (Core Revenue)
15493,1953.41,7,238,21.14,75.79,Top 20% (Core Revenue)
17554,1952.45,5,146,21.16,75.81,Top 20% (Core Revenue)
17218,1951.97,10,363,21.18,75.83,Top 20% (Core Revenue)
14533,1949.72,9,328,21.21,75.85,Top 20% (Core Revenue)
15814,1945.33,6,47,21.23,75.88,Top 20% (Core Revenue)
14418,1937.25,3,104,21.25,75.9,Top 20% (Core Revenue)
15864,1936.32,8,293,21.28,75.92,Top 20% (Core Revenue)
15157,1936.07,5,354,21.3,75.94,Top 20% (Core Revenue)
15351,1934.66,10,357,21.32,75.96,Top 20% (Core Revenue)
12528,1933.48,8,303,21.35,75.99,Top 20% (Core Revenue)
14655,1932.23,5,218,21.37,76.01,Top 20% (Core Revenue)
13094,1927.32,16,347,21.39,76.03,Top 20% (Core Revenue)
14653,1926.65,7,337,21.42,76.05,Top 20% (Core Revenue)
15518,1921.55,13,268,21.44,76.07,Top 20% (Core Revenue)
14978,1921.37,5,258,21.46,76.09,Top 20% (Core Revenue)
14285,1910.01,4,155,21.48,76.12,Top 20% (Core Revenue)
17228,1906.09,8,356,21.51,76.14,Top 20% (Core Revenue)
16983,1905.87,8,356,21.53,76.16,Top 20% (Core Revenue)
14210,1905.84,7,280,21.55,76.18,Top 20% (Core Revenue)
15819,1905.45,4,227,21.58,76.2,Top 20% (Core Revenue)
16942,1904.99,10,215,21.6,76.22,Top 20% (Core Revenue)
14250,1904.05,3,82,21.62,76.24,Top 20% (Core Revenue)
12762,1898.52,2,17,21.65,76.27,Top 20% (Core Revenue)
14730,1897.57,8,275,21.67,76.29,Top 20% (Core Revenue)
14934,1890.94,3,209,21.69,76.31,Top 20% (Core Revenue)
12371,1887.96,2,14,21.72,76.33,Top 20% (Core Revenue)
15641,1887.2,4,253,21.74,76.35,Top 20% (Core Revenue)
16170,1885.05,7,197,21.76,76.37,Top 20% (Core Revenue)
13890,1883.81,14,357,21.78,76.39,Top 20% (Core Revenue)
16128,1880.22,5,264,21.81,76.41,Top 20% (Core Revenue)
17738,1879.05,5,262,21.83,76.44,Top 20% (Core Revenue)
17368,1878.87,9,314,21.85,76.46,Top 20% (Core Revenue)
15367,1877.59,5,218,21.88,76.48,Top 20% (Core Revenue)
17463,1875.86,6,296,21.9,76.5,Top 20% (Core Revenue)
16986,1873.2,2,0,21.92,76.52,Top 20% (Core Revenue)
13982,1871.81,5,326,21.95,76.54,Top 20% (Core Revenue)
15021,1871.77,13,359,21.97,76.56,Top 20% (Core Revenue)
17469,1870.97,6,188,21.99,76.58,Top 20% (Core Revenue)
16841,1869.82,7,250,22.01,76.6,Top 20% (Core Revenue)
17870,1865.89,13,364,22.04,76.62,Top 20% (Core Revenue)
16426,1863.76,10,273,22.06,76.65,Top 20% (Core Revenue)
16201,1863.47,5,106,22.08,76.67,Top 20% (Core Revenue)
14887,1862,1,0,22.11,76.69,Top 20% (Core Revenue)
12423,1859.31,9,352,22.13,76.71,Top 20% (Core Revenue)
14305,1858.96,5,64,22.15,76.73,Top 20% (Core Revenue)
12963,1856.63,9,357,22.18,76.75,Top 20% (Core Revenue)
17293,1854.06,9,352,22.2,76.77,Top 20% (Core Revenue)
14472,1852.67,8,251,22.22,76.79,Top 20% (Core Revenue)
16979,1852,8,294,22.25,76.81,Top 20% (Core Revenue)
12383,1850.56,6,167,22.27,76.83,Top 20% (Core Revenue)
17873,1848.96,6,293,22.29,76.85,Top 20% (Core Revenue)
12381,1845.31,6,115,22.31,76.88,Top 20% (Core Revenue)
17519,1844.02,7,351,22.34,76.9,Top 20% (Core Revenue)
14524,1843.83,9,329,22.36,76.92,Top 20% (Core Revenue)
18180,1843.75,6,137,22.38,76.94,Top 20% (Core Revenue)
12950,1843,3,21,22.41,76.96,Top 20% (Core Revenue)
16102,1842.14,3,86,22.43,76.98,Top 20% (Core Revenue)
16455,1841.18,7,307,22.45,77,Top 20% (Core Revenue)
14113,1840.42,8,351,22.48,77.02,Top 20% (Core Revenue)
14216,1839.3,4,34,22.5,77.04,Top 20% (Core Revenue)
13924,1838.85,11,70,22.52,77.06,Top 20% (Core Revenue)
17015,1838.61,3,156,22.54,77.08,Top 20% (Core Revenue)
14459,1837.92,1,0,22.57,77.1,Top 20% (Core Revenue)
18287,1837.28,3,158,22.59,77.12,Top 20% (Core Revenue)
13650,1836.34,7,250,22.61,77.14,Top 20% (Core Revenue)
15827,1836.09,20,299,22.64,77.17,Top 20% (Core Revenue)
14665,1835.7,7,250,22.66,77.19,Top 20% (Core Revenue)
13421,1833.71,3,249,22.68,77.21,Top 20% (Core Revenue)
16152,1829.04,1,0,22.71,77.23,Top 20% (Core Revenue)
15203,1827.8,6,285,22.73,77.25,Top 20% (Core Revenue)
17702,1824.37,6,335,22.75,77.27,Top 20% (Core Revenue)
16153,1824.23,5,305,22.78,77.29,Top 20% (Core Revenue)
17705,1823.52,10,298,22.8,77.31,Top 20% (Core Revenue)
16169,1822.97,4,67,22.82,77.33,Top 20% (Core Revenue)
17828,1820.09,9,176,22.84,77.35,Top 20% (Core Revenue)
13048,1819.41,5,312,22.87,77.37,Top 20% (Core Revenue)
17787,1817.54,4,218,22.89,77.39,Top 20% (Core Revenue)
17629,1814.12,9,354,22.91,77.41,Top 20% (Core Revenue)
15260,1810.77,8,272,22.94,77.43,Top 20% (Core Revenue)
16474,1810.65,11,137,22.96,77.45,Top 20% (Core Revenue)
13481,1804.56,8,322,22.98,77.47,Top 20% (Core Revenue)
17663,1802.91,9,261,23.01,77.49,Top 20% (Core Revenue)
15812,1801.14,5,210,23.03,77.51,Top 20% (Core Revenue)
16249,1800.07,5,186,23.05,77.53,Top 20% (Core Revenue)
13562,1799.33,3,163,23.08,77.55,Top 20% (Core Revenue)
13196,1797.78,4,250,23.1,77.57,Top 20% (Core Revenue)
17648,1797.5,5,188,23.12,77.59,Top 20% (Core Revenue)
12348,1797.24,4,282,23.14,77.61,Top 20% (Core Revenue)
18235,1796.48,3,145,23.17,77.63,Top 20% (Core Revenue)
13134,1793.58,7,167,23.19,77.65,Top 20% (Core Revenue)
18179,1793.17,6,327,23.21,77.67,Top 20% (Core Revenue)
18122,1793.06,6,142,23.24,77.69,Top 20% (Core Revenue)
13510,1791.56,5,182,23.26,77.72,Top 20% (Core Revenue)
12523,1789.77,13,330,23.28,77.74,Top 20% (Core Revenue)
14215,1789.72,7,356,23.31,77.76,Top 20% (Core Revenue)
14621,1788.36,6,357,23.33,77.78,Top 20% (Core Revenue)
13875,1786.79,5,247,23.35,77.8,Top 20% (Core Revenue)
14608,1785.15,4,358,23.37,77.82,Top 20% (Core Revenue)
14935,1784.71,1,0,23.4,77.84,Top 20% (Core Revenue)
15220,1778.96,7,229,23.42,77.86,Top 20% (Core Revenue)
12645,1775.18,5,282,23.44,77.88,Top 20% (Core Revenue)
17092,1774.03,4,227,23.47,77.9,Top 20% (Core Revenue)
15594,1771.78,6,218,23.49,77.92,Top 20% (Core Revenue)
15473,1771.2,10,46,23.51,77.94,Top 20% (Core Revenue)
16681,1770.34,6,180,23.54,77.96,Top 20% (Core Revenue)
16719,1770.22,8,353,23.56,77.98,Top 20% (Core Revenue)
13456,1766.72,7,189,23.58,78,Top 20% (Core Revenue)
16751,1764.72,1,0,23.61,78.02,Top 20% (Core Revenue)
12424,1760.96,2,0,23.63,78.04,Top 20% (Core Revenue)
12823,1759.5,5,221,23.65,78.05,Top 20% (Core Revenue)
12349,1757.55,1,0,23.67,78.07,Top 20% (Core Revenue)
15241,1756.44,9,216,23.7,78.09,Top 20% (Core Revenue)
16359,1750.92,12,324,23.72,78.11,Top 20% (Core Revenue)
13808,1747.66,5,91,23.74,78.13,Top 20% (Core Revenue)
15067,1744.76,3,204,23.77,78.15,Top 20% (Core Revenue)
15950,1744.71,5,357,23.79,78.17,Top 20% (Core Revenue)
16380,1743.15,1,0,23.81,78.19,Top 20% (Core Revenue)
13157,1741.22,5,248,23.84,78.21,Top 20% (Core Revenue)
14595,1740.6,6,293,23.86,78.23,Top 20% (Core Revenue)
17930,1740.48,5,203,23.88,78.25,Top 20% (Core Revenue)
17353,1740,2,25,23.91,78.27,Top 20% (Core Revenue)
17457,1737.7,5,212,23.93,78.29,Top 20% (Core Revenue)
15050,1737.69,5,46,23.95,78.31,Top 20% (Core Revenue)
14673,1736.4,5,364,23.97,78.33,Top 20% (Core Revenue)
17043,1735.18,4,234,24,78.35,Top 20% (Core Revenue)
14387,1727.6,3,76,24.02,78.37,Top 20% (Core Revenue)
13564,1724.67,5,223,24.04,78.39,Top 20% (Core Revenue)
17451,1721.4,10,104,24.07,78.41,Top 20% (Core Revenue)
14834,1720.3,8,222,24.09,78.43,Top 20% (Core Revenue)
15267,1717.36,5,160,24.11,78.45,Top 20% (Core Revenue)
17162,1715.46,11,276,24.14,78.47,Top 20% (Core Revenue)
13763,1714.96,3,107,24.16,78.48,Top 20% (Core Revenue)
17147,1714.59,6,289,24.18,78.5,Top 20% (Core Revenue)
14441,1712.89,10,364,24.2,78.52,Top 20% (Core Revenue)
17750,1710.45,9,158,24.23,78.54,Top 20% (Core Revenue)
12405,1710.39,1,0,24.25,78.56,Top 20% (Core Revenue)
15947,1708.24,1,0,24.27,78.58,Top 20% (Core Revenue)
12407,1708.12,5,214,24.3,78.6,Top 20% (Core Revenue)
16902,1706.88,1,0,24.32,78.62,Top 20% (Core Revenue)
15240,1706.57,7,326,24.34,78.64,Top 20% (Core Revenue)
16398,1705.8,4,109,24.37,78.66,Top 20% (Core Revenue)
16791,1705.78,8,303,24.39,78.68,Top 20% (Core Revenue)
12843,1702.26,9,198,24.41,78.7,Top 20% (Core Revenue)
17193,1699.3,9,141,24.44,78.72,Top 20% (Core Revenue)
13824,1698.94,5,277,24.46,78.73,Top 20% (Core Revenue)
17813,1698.07,7,57,24.48,78.75,Top 20% (Core Revenue)
12764,1693.88,1,0,24.5,78.77,Top 20% (Core Revenue)
16007,1693.81,4,167,24.53,78.79,Top 20% (Core Revenue)
14245,1693.45,5,87,24.55,78.81,Top 20% (Core Revenue)
16671,1692.27,3,136,24.57,78.83,Top 20% (Core Revenue)
16775,1691.51,11,357,24.6,78.85,Top 20% (Core Revenue)
15380,1690.26,6,356,24.62,78.87,Top 20% (Core Revenue)
17152,1689.5,4,68,24.64,78.89,Top 20% (Core Revenue)
12635,1689.18,2,65,24.67,78.91,Top 20% (Core Revenue)
13162,1688.29,5,212,24.69,78.92,Top 20% (Core Revenue)
13577,1687.6,5,216,24.71,78.94,Top 20% (Core Revenue)
17282,1685.46,3,169,24.73,78.96,Top 20% (Core Revenue)
15549,1681.46,4,239,24.76,78.98,Top 20% (Core Revenue)
16638,1680.72,11,346,24.78,79,Top 20% (Core Revenue)
13149,1676.06,4,274,24.8,79.02,Top 20% (Core Revenue)
17656,1674.69,5,55,24.83,79.04,Top 20% (Core Revenue)
13184,1668.95,12,275,24.85,79.06,Top 20% (Core Revenue)
17754,1664.65,6,259,24.87,79.08,Top 20% (Core Revenue)
12912,1662.3,5,37,24.9,79.09,Top 20% (Core Revenue)
12530,1662.28,5,277,24.92,79.11,Top 20% (Core Revenue)
15214,1661.44,8,241,24.94,79.13,Top 20% (Core Revenue)
15332,1661.06,4,3,24.97,79.15,Top 20% (Core Revenue)
12967,1660.9,4,368,24.99,79.17,Top 20% (Core Revenue)
16115,1660.88,8,282,25.01,79.19,Top 20% (Core Revenue)
14045,1659.75,4,264,25.03,79.21,Top 20% (Core Revenue)
15953,1657.28,10,354,25.06,79.23,Top 20% (Core Revenue)
15826,1654.31,4,159,25.08,79.24,Top 20% (Core Revenue)
16813,1652.18,10,196,25.1,79.26,Top 20% (Core Revenue)
16711,1651.03,5,354,25.13,79.28,Top 20% (Core Revenue)
14837,1649.5,5,111,25.15,79.3,Top 20% (Core Revenue)
13647,1648.12,5,225,25.17,79.32,Top 20% (Core Revenue)
17284,1647.48,7,276,25.2,79.34,Top 20% (Core Revenue)
13750,1647.26,5,283,25.22,79.36,Top 20% (Core Revenue)
13012,1646.84,11,285,25.24,79.37,Top 20% (Core Revenue)
12657,1643.18,5,67,25.27,79.39,Top 20% (Core Revenue)
15002,1641.76,4,251,25.29,79.41,Top 20% (Core Revenue)
14573,1639.82,13,192,25.31,79.43,Top 20% (Core Revenue)
13627,1638.47,7,298,25.33,79.45,Top 20% (Core Revenue)
15024,1636.43,10,357,25.36,79.47,Top 20% (Core Revenue)
12398,1635.66,1,0,25.38,79.48,Top 20% (Core Revenue)
15122,1633.78,6,212,25.4,79.5,Top 20% (Core Revenue)
14164,1631.77,2,10,25.43,79.52,Top 20% (Core Revenue)
12377,1628.12,2,39,25.45,79.54,Top 20% (Core Revenue)
14759,1625.97,3,228,25.47,79.56,Top 20% (Core Revenue)
13425,1624.21,3,186,25.5,79.58,Top 20% (Core Revenue)
16515,1624.14,5,259,25.52,79.59,Top 20% (Core Revenue)
15172,1624.05,5,227,25.54,79.61,Top 20% (Core Revenue)
14937,1621.88,4,73,25.56,79.63,Top 20% (Core Revenue)
17101,1621.73,4,167,25.59,79.65,Top 20% (Core Revenue)
18161,1618.69,6,309,25.61,79.67,Top 20% (Core Revenue)
16987,1616.8,7,202,25.63,79.69,Top 20% (Core Revenue)
14336,1614.91,4,259,25.66,79.7,Top 20% (Core Revenue)
16992,1614.31,6,299,25.68,79.72,Top 20% (Core Revenue)
15791,1612.69,3,160,25.7,79.74,Top 20% (Core Revenue)
14312,1611.59,6,290,25.73,79.76,Top 20% (Core Revenue)
14918,1610.15,2,38,25.75,79.78,Top 20% (Core Revenue)
12868,1607.06,6,187,25.77,79.79,Top 20% (Core Revenue)
16817,1604.75,13,365,25.8,79.81,Top 20% (Core Revenue)
12947,1603.99,11,229,25.82,79.83,Top 20% (Core Revenue)
15660,1600.86,12,340,25.84,79.85,Top 20% (Core Revenue)
14178,1600.26,7,173,25.86,79.87,Top 20% (Core Revenue)
16496,1599.52,4,308,25.89,79.88,Top 20% (Core Revenue)
16466,1595.96,7,258,25.91,79.9,Top 20% (Core Revenue)
13850,1595.48,2,41,25.93,79.92,Top 20% (Core Revenue)
17673,1594.97,7,318,25.96,79.94,Top 20% (Core Revenue)
16801,1594.23,5,110,25.98,79.96,Top 20% (Core Revenue)
16676,1592.12,5,303,26,79.97,Top 20% (Core Revenue)
14970,1592.06,4,248,26.03,79.99,Top 20% (Core Revenue)
15611,1591.45,15,325,26.05,80.01,Mid 30%
18178,1590.81,6,250,26.07,80.03,Mid 30%
14442,1589.82,5,315,26.09,80.05,Mid 30%
13614,1585.46,4,306,26.12,80.06,Mid 30%
16332,1582.8,8,277,26.14,80.08,Mid 30%
12393,1582.6,4,260,26.16,80.1,Mid 30%
14719,1581.84,6,247,26.19,80.12,Mid 30%
14587,1580.29,10,312,26.21,80.13,Mid 30%
12607,1579.51,2,2,26.23,80.15,Mid 30%
13814,1579.12,3,81,26.26,80.17,Mid 30%
16889,1578.67,3,142,26.28,80.19,Mid 30%
13186,1575.89,5,89,26.3,80.21,Mid 30%
17671,1572.71,6,349,26.33,80.22,Mid 30%
16283,1570.81,7,202,26.35,80.24,Mid 30%
12865,1568.23,3,333,26.37,80.26,Mid 30%
15906,1567.69,8,235,26.39,80.28,Mid 30%
15111,1567.48,3,343,26.42,80.29,Mid 30%
15532,1564.73,6,332,26.44,80.31,Mid 30%
17204,1564.56,9,185,26.46,80.33,Mid 30%
13659,1563,3,123,26.49,80.35,Mid 30%
17085,1562.4,6,239,26.51,80.36,Mid 30%
18239,1561.61,5,153,26.53,80.38,Mid 30%
14038,1560.38,4,128,26.56,80.4,Mid 30%
16394,1555.34,9,239,26.58,80.42,Mid 30%
13313,1555.32,5,317,26.6,80.43,Mid 30%
15620,1553.18,6,308,26.63,80.45,Mid 30%
15117,1551.78,6,200,26.65,80.47,Mid 30%
13634,1547.36,5,293,26.67,80.49,Mid 30%
14229,1547.2,5,281,26.69,80.5,Mid 30%
16790,1545.62,8,34,26.72,80.52,Mid 30%
16369,1545.41,3,178,26.74,80.54,Mid 30%
13397,1544.13,6,266,26.76,80.56,Mid 30%
12818,1542.08,2,83,26.79,80.57,Mid 30%
17837,1541.23,10,120,26.81,80.59,Mid 30%
16365,1540.42,9,349,26.83,80.61,Mid 30%
17159,1538.88,4,150,26.86,80.63,Mid 30%
13849,1537.95,2,119,26.88,80.64,Mid 30%
12877,1535.77,12,354,26.9,80.66,Mid 30%
15392,1535.53,5,355,26.92,80.68,Mid 30%
15625,1534.26,8,135,26.95,80.69,Mid 30%
13320,1532.2,6,143,26.97,80.71,Mid 30%
13107,1531.62,5,289,26.99,80.73,Mid 30%
12759,1531.44,3,223,27.02,80.75,Mid 30%
14321,1530.75,5,322,27.04,80.76,Mid 30%
14567,1530.36,3,95,27.06,80.78,Mid 30%
15701,1529,4,108,27.09,80.8,Mid 30%
16244,1522.75,2,160,27.11,80.82,Mid 30%
16066,1521.04,5,107,27.13,80.83,Mid 30%
13213,1520.58,6,142,27.16,80.85,Mid 30%
13764,1519.42,3,266,27.18,80.87,Mid 30%
14267,1516.24,7,109,27.2,80.88,Mid 30%
13791,1516,3,124,27.22,80.9,Mid 30%
16748,1515.9,5,316,27.25,80.92,Mid 30%
16053,1511.95,2,89,27.27,80.93,Mid 30%
16434,1511.8,7,270,27.29,80.95,Mid 30%
16910,1508.96,8,86,27.32,80.97,Mid 30%
15265,1506.12,2,84,27.34,80.99,Mid 30%
12937,1504.27,4,252,27.36,81,Mid 30%
15916,1502.86,10,350,27.39,81.02,Mid 30%
16279,1502.78,4,312,27.41,81.04,Mid 30%
13810,1499.01,4,27,27.43,81.05,Mid 30%
15530,1497.31,4,225,27.46,81.07,Mid 30%
14414,1496.98,8,267,27.48,81.09,Mid 30%
14704,1493.96,9,168,27.5,81.1,Mid 30%
17002,1493.73,4,217,27.52,81.12,Mid 30%
16880,1491.43,7,158,27.55,81.14,Mid 30%
15057,1489.5,2,40,27.57,81.15,Mid 30%
13110,1488.67,8,279,27.59,81.17,Mid 30%
13692,1488.32,5,211,27.62,81.19,Mid 30%
17553,1487.6,1,0,27.64,81.2,Mid 30%
14758,1484.06,4,114,27.66,81.22,Mid 30%
16395,1482.06,5,270,27.69,81.24,Mid 30%
18016,1477.66,5,331,27.71,81.25,Mid 30%
14878,1476.09,9,345,27.73,81.27,Mid 30%
14403,1475.81,5,116,27.75,81.29,Mid 30%
16755,1475.43,5,201,27.78,81.3,Mid 30%
12826,1474.72,8,362,27.8,81.32,Mid 30%
14246,1474.06,3,135,27.82,81.34,Mid 30%
14963,1472.34,5,173,27.85,81.35,Mid 30%
15128,1471,8,159,27.87,81.37,Mid 30%
17590,1468.02,3,37,27.89,81.39,Mid 30%
16016,1465.51,10,363,27.92,81.4,Mid 30%
14875,1465.32,5,253,27.94,81.42,Mid 30%
15983,1465.12,4,351,27.96,81.44,Mid 30%
12882,1463.04,2,24,27.99,81.45,Mid 30%
14233,1462.72,5,273,28.01,81.47,Mid 30%
17063,1461.14,11,280,28.03,81.49,Mid 30%
16996,1456.96,9,328,28.05,81.5,Mid 30%
13309,1456.79,5,301,28.08,81.52,Mid 30%
13477,1454.58,8,253,28.1,81.54,Mid 30%
14541,1453.35,8,260,28.12,81.55,Mid 30%
16059,1453.16,6,301,28.15,81.57,Mid 30%
14404,1449.32,7,335,28.17,81.58,Mid 30%
14740,1448.21,4,92,28.19,81.6,Mid 30%
17073,1446.09,4,91,28.22,81.62,Mid 30%
13717,1445.01,7,266,28.24,81.63,Mid 30%
13461,1445,3,124,28.26,81.65,Mid 30%
17175,1443.69,5,252,28.28,81.67,Mid 30%
14071,1437.57,9,261,28.31,81.68,Mid 30%
15987,1432.77,7,356,28.33,81.7,Mid 30%
14566,1432,1,0,28.35,81.71,Mid 30%
16503,1431.93,5,253,28.38,81.73,Mid 30%
13475,1431.78,4,107,28.4,81.75,Mid 30%
15427,1430.54,3,13,28.42,81.76,Mid 30%
16103,1429.64,6,226,28.45,81.78,Mid 30%
13159,1429.35,5,106,28.47,81.79,Mid 30%
14035,1428.02,5,268,28.49,81.81,Mid 30%
15858,1427.57,5,351,28.52,81.83,Mid 30%
15681,1426.16,6,261,28.54,81.84,Mid 30%
17571,1425.67,4,248,28.56,81.86,Mid 30%
15106,1422.52,7,251,28.58,81.87,Mid 30%
16463,1422.4,7,182,28.61,81.89,Mid 30%
16571,1421.69,5,278,28.63,81.91,Mid 30%
14019,1421.61,4,91,28.65,81.92,Mid 30%
14901,1421.29,10,361,28.68,81.94,Mid 30%
14443,1420.2,7,318,28.7,81.95,Mid 30%
16173,1418.32,7,82,28.72,81.97,Mid 30%
17856,1418.03,6,279,28.75,81.99,Mid 30%
17288,1417.63,7,349,28.77,82,Mid 30%
14748,1415.75,6,339,28.79,82.02,Mid 30%
16348,1415.65,7,207,28.82,82.03,Mid 30%
16012,1415.29,3,119,28.84,82.05,Mid 30%
16245,1413.66,5,233,28.86,82.07,Mid 30%
15237,1412.32,4,225,28.88,82.08,Mid 30%
15444,1411.21,2,31,28.91,82.1,Mid 30%
15596,1406.59,9,264,28.93,82.11,Mid 30%
17083,1405.78,3,194,28.95,82.13,Mid 30%
16271,1404.64,6,355,28.98,82.15,Mid 30%
15426,1404.07,7,350,29,82.16,Mid 30%
18116,1403.11,8,296,29.02,82.18,Mid 30%
14649,1402.59,4,207,29.05,82.19,Mid 30%
15563,1400.44,7,349,29.07,82.21,Mid 30%
14741,1400.34,6,361,29.09,82.22,Mid 30%
15478,1399.92,2,16,29.11,82.24,Mid 30%
18202,1396.99,3,111,29.14,82.26,Mid 30%
13995,1393.69,6,230,29.16,82.27,Mid 30%
17354,1393.06,1,0,29.18,82.29,Mid 30%
15810,1391.98,7,218,29.21,82.3,Mid 30%
13414,1390.5,3,162,29.23,82.32,Mid 30%
13516,1389.41,3,217,29.25,82.33,Mid 30%
16539,1388.81,4,370,29.28,82.35,Mid 30%
15134,1387.99,8,225,29.3,82.37,Mid 30%
12952,1387.79,5,72,29.32,82.38,Mid 30%
12775,1386.04,6,294,29.35,82.4,Mid 30%
13308,1385.51,4,180,29.37,82.41,Mid 30%
18167,1384.86,6,101,29.39,82.43,Mid 30%
17311,1384.85,2,238,29.41,82.44,Mid 30%
13572,1384.25,1,0,29.44,82.46,Mid 30%
15898,1383.83,6,367,29.46,82.47,Mid 30%
15051,1383.36,3,127,29.48,82.49,Mid 30%
14116,1382.74,5,101,29.51,82.51,Mid 30%
16389,1382.07,5,229,29.53,82.52,Mid 30%
17621,1379.9,4,333,29.55,82.54,Mid 30%
12886,1378.4,3,151,29.58,82.55,Mid 30%
15569,1375.71,5,228,29.6,82.57,Mid 30%
14434,1372.8,6,50,29.62,82.58,Mid 30%
15453,1371.77,7,185,29.64,82.6,Mid 30%
17676,1371.18,7,362,29.67,82.61,Mid 30%
15095,1370.6,5,99,29.69,82.63,Mid 30%
